run_dir,horizon,NSE_median_well,RMSE_median_well
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,6,0.872622071217344,0.0631985928546308
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,7,0.8574176047945133,0.06690542397505597
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,8,0.8428190832339206,0.07131182319525996
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,9,0.8271103597270237,0.0747618468700209
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,10,0.8137384872913211,0.07845005997694654
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,11,0.7982961190095215,0.08110764255384809
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,12,0.7849766095511281,0.08401926292325183
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,13,0.7716894729741476,0.08568665499474551
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,14,0.7584898616443682,0.08807859796053578
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,15,0.7438386138498787,0.09043943710609198
GRU_FCOV_gru_l3_seed40_ep50_full_merged_spf0p8_sc20_ss42,16,0.7346263889161824,0.09283308767643651
GRU_FCOV_in26_out4_ep1_bs128_seed40_sample_spf0p8_sc5_ss42,1,-11.804808000253807,0.9006176891435248
GRU_FCOV_in26_out4_ep1_bs128_seed40_sample_spf0p8_sc5_ss42,2,-70.52688358777525,2.172044850983086
GRU_FCOV_in26_out4_ep1_bs128_seed40_sample_spf0p8_sc5_ss42,3,-227.99227163287543,3.9050833975721453
GRU_FCOV_in26_out4_ep1_bs128_seed40_sample_spf0p8_sc5_ss42,4,-457.9090264941416,5.542628724830735
GRU_FCOV_in26_out4_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,1,-0.9819832208603589,0.2305524233328903
GRU_FCOV_in26_out4_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,2,-0.1384406539326659,0.19031363361905781
GRU_FCOV_in26_out4_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,3,-0.39663396380657323,0.20948866737014404
GRU_FCOV_in26_out4_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,4,-0.9318391681691394,0.2528142759808158
GRU_FCOV_in26_out4_ep1_bs4096_seed40_sample_spf0p5_sc5_ss42,1,-2798.9524505027985,12.955169685845213
GRU_FCOV_in26_out4_ep1_bs4096_seed40_sample_spf0p5_sc5_ss42,2,-2920.9574107098606,13.336812529824837
GRU_FCOV_in26_out4_ep1_bs4096_seed40_sample_spf0p5_sc5_ss42,3,-2965.3344296124405,13.534084377090053
GRU_FCOV_in26_out4_ep1_bs4096_seed40_sample_spf0p5_sc5_ss42,4,-2953.911861706617,13.637466651972858
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,1,-3.760258953044622,0.3342624703501044
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,2,-1.3281006071301409,0.2629569455427802
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,3,-1.1491440761055314,0.27257579143152194
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,4,-0.9649425293825673,0.27467804964014464
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,5,-0.9953481168722951,0.2810820061856177
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,6,-1.2192701079771293,0.28758731172775565
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,7,-1.482744771711403,0.3003117996793739
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,8,-1.722796271443888,0.317741611449101
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,9,-2.0228914073776765,0.3323603377034977
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,10,-2.1683325478532733,0.34674554175278666
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,11,-2.386092502895163,0.364259781580857
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,12,-2.5862294501580334,0.3752123012879736
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,13,-2.715941344580326,0.3894029357630406
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,14,-2.8753834933871993,0.4047108209081666
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,15,-3.200137491664517,0.4248268902496746
GRU_FCOV_in52_out16_ep1_bs4096_seed40_full_merged_spf0p5_sc20_ss42,16,-3.5628008535097537,0.45152238971660874
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,1,-0.4137135406089407,0.22104377370676984
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,2,-0.14728514139920668,0.19906313433966322
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,3,0.0434447289477915,0.18416819342078894
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,4,0.08709725410177527,0.19478697105418927
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,5,0.0644470258177996,0.1996137561058368
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,6,-0.03013035620853577,0.20966148165467594
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,7,-0.1327530383318174,0.21844053235115757
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,8,-0.2425691057270214,0.2297665139434526
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,9,-0.3488445186805167,0.2378240881376951
GRU_FCOV_in52_out16_ep2_bs4096_seed40_full_merged_spf0p5_sc20_ss42,10,-0.39182688725249326,0.24489966216023465
