metric,outlier_median,rest_median,median_diff_outlier_minus_rest
mae,13.694134040940309,0.800938468179507,12.893195572760803
rmse,13.695080257543282,0.8130435213002156,12.882036736243066
bias,-13.11805658007632,-0.08590138551915463,-13.032155194557166
n_obs_full,1253.0,2291.0,-1038.0
gws_iqr_full,0.6300000000000026,0.3774999999999977,0.25250000000000483
