log,run,valid_pairs,skipped,RMSE,nRMSE,NSE_pooled,NSE,NSE_id_median,NSE_id_p25,NSE_id_p50,NSE_id_p75,NSE_id_mean,NSE_id_count,NSE_hw,RMSE_hw,nRMSE_hw,MAE,AbsErr_P95,AbsErr_P99,AbsErr_Max,nRMSE_pw,RMSE_pw,NSE_pw,n_dates,n_train_wells,n_holdout_wells,dkl_latent_dims,dkl_train_steps,gp_ls,gp_os,gp_noise,dkl_best_mll,y_mean,y_std
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_fuk_gps3__predobstrain,3696.0,240.0,4.4655,0.1113,0.9663,0.9663,-42.3747,-186.2847,-42.3747,-4.4975,-2012.6192,52.0,-42.4528,1.1234,5.2926,2.5535,10.7778,18.7872,20.7264,5.5522,1.1377,-42.3747,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_gwlk_cont_gps1__predobstrain,3696.0,240.0,5.0735,0.1265,0.9565,0.9565,-39.1412,-251.3796,-39.1412,-4.1329,-2339.7058,52.0,-35.7943,0.9848,4.0216,2.8133,14.2052,19.7485,21.5014,4.2597,0.99,-39.1412,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_gwlk_cont_gps2__predobstrain,3696.0,240.0,5.0185,0.1251,0.9575,0.9575,-38.3919,-247.5111,-38.3919,-4.1888,-2245.7372,52.0,-34.7856,0.977,3.9771,2.7777,14.227,19.8148,21.0193,4.1176,0.9798,-38.3919,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_gwlk_cont_gps3__predobstrain,3696.0,240.0,5.0616,0.1262,0.9567,0.9567,-38.563,-251.6783,-38.563,-3.9735,-2301.4991,52.0,-35.2818,0.9779,4.0081,2.8,14.1971,19.954,21.3588,4.1586,0.9821,-38.563,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_gwlk_onehot_gps1__predobstrain,3696.0,240.0,5.0552,0.126,0.9569,0.9569,-38.4459,-237.7564,-38.4459,-4.1339,-2441.7648,52.0,-36.0194,1.0179,4.316,2.7701,14.9971,19.6113,21.4057,4.3882,1.0087,-38.4459,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_gwlk_onehot_gps2__predobstrain,3696.0,240.0,5.0035,0.1247,0.9577,0.9577,-35.1812,-259.7093,-35.1812,-4.1991,-2342.72,52.0,-32.4215,0.9992,4.0764,2.7281,15.0022,19.6745,21.1457,4.0924,1.0133,-35.1812,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_gwlk_onehot_gps3__predobstrain,3696.0,240.0,5.0514,0.1259,0.9569,0.9569,-35.1223,-235.142,-35.1223,-3.8705,-2400.1498,52.0,-32.9174,1.0254,4.1072,2.7489,14.9102,19.8286,21.2952,4.1336,1.0252,-35.1223,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr1lag_gps1__predobstrain,3696.0,240.0,5.2011,0.1297,0.9543,0.9543,-27.652,-232.7641,-27.652,-3.2528,-2228.6714,52.0,-26.9341,0.9238,4.1608,2.9231,13.5435,18.8212,20.8014,4.1809,0.9052,-27.652,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr1lag_gps2__predobstrain,3696.0,240.0,5.2145,0.13,0.9541,0.9541,-26.0585,-228.324,-26.0585,-3.4373,-2197.167,52.0,-27.3928,0.9044,4.0908,2.9107,13.6763,19.2517,20.6931,4.2003,0.9321,-26.0585,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr1lag_gps3__predobstrain,3696.0,240.0,5.2466,0.1308,0.9535,0.9535,-26.3399,-240.6253,-26.3399,-3.5584,-2241.0404,52.0,-25.7423,0.9108,4.1948,2.9425,13.6083,19.1751,20.6326,4.2548,0.8974,-26.3399,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr52lag_gps1__predobstrain,3696.0,240.0,5.3093,0.1324,0.9524,0.9524,-21.7695,-254.4019,-21.7695,-4.5984,-2400.1521,52.0,-19.875,0.7589,3.9155,2.8573,13.8143,21.3219,23.5517,3.9409,0.8645,-21.7695,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr52lag_gps2__predobstrain,3696.0,240.0,5.3361,0.133,0.9519,0.9519,-22.8147,-251.0257,-22.8147,-4.3878,-2361.5271,52.0,-19.5396,0.7398,3.8648,2.8559,13.4571,21.3771,23.4343,4.006,0.869,-22.8147,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr52lag_gps3__predobstrain,3696.0,240.0,5.3113,0.1324,0.9524,0.9524,-23.5388,-247.8974,-23.5388,-5.1719,-2403.4519,52.0,-22.6487,0.7815,4.0492,2.8421,13.0054,22.0829,24.1461,4.0775,0.8535,-23.5388,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr52xcorr_gps1__predobstrain,3696.0,240.0,4.6166,0.1151,0.964,0.964,-25.1443,-349.0798,-25.1443,-6.292,-1491.5952,52.0,-27.5869,0.9654,4.1812,2.733,11.7182,17.4449,19.2242,4.2584,1.0,-25.1443,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr52xcorr_gps2__predobstrain,3696.0,240.0,4.6254,0.1153,0.9639,0.9639,-22.8232,-315.2973,-22.8232,-5.8313,-1474.27,52.0,-26.4032,0.9507,4.1344,2.7257,11.2864,17.8895,20.0979,4.2751,0.9546,-22.8232,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr52xcorr_gps3__predobstrain,3696.0,240.0,4.6193,0.1152,0.964,0.964,-25.5825,-334.61,-25.5825,-6.6072,-1464.9612,52.0,-26.7436,0.9924,4.152,2.7322,11.3932,17.5949,19.8393,4.3107,0.988,-25.5825,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr_all_gps1__predobstrain,3696.0,240.0,4.8227,0.1202,0.9607,0.9607,-37.4492,-317.487,-37.4492,-5.0245,-1676.7091,52.0,-41.6719,1.1582,5.2882,2.8698,12.3047,17.3842,18.5593,5.4742,1.1995,-37.4492,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr_all_gps2__predobstrain,3696.0,240.0,4.805,0.1198,0.961,0.961,-36.3183,-313.8895,-36.3183,-4.9028,-1648.9463,52.0,-39.4193,1.1768,5.0498,2.8504,11.8465,17.6282,19.3436,5.4091,1.2406,-36.3183,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_best_pr_all_gps3__predobstrain,3696.0,240.0,4.816,0.1201,0.9608,0.9608,-36.142,-303.324,-36.142,-4.008,-1648.8304,52.0,-40.9882,1.1676,5.1396,2.8545,11.8661,17.3429,19.8718,5.4089,1.229,-36.142,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_coords_only_gps1__predobstrain,3696.0,240.0,4.8796,0.1217,0.9598,0.9598,-29.852,-408.5521,-29.852,-4.5462,-2547.2658,52.0,-29.8499,1.0028,4.419,2.7403,12.8712,17.4222,20.0379,4.4868,0.9912,-29.852,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_coords_only_gps2__predobstrain,3696.0,240.0,4.839,0.1206,0.9605,0.9605,-30.9573,-414.9669,-30.9573,-4.4618,-2465.2141,52.0,-30.971,1.0034,4.5069,2.7265,12.8576,17.3327,19.5483,4.4992,0.9889,-30.9573,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_coords_only_gps3__predobstrain,3696.0,240.0,4.9525,0.1235,0.9586,0.9586,-31.739,-390.0039,-31.739,-3.9513,-2642.7924,52.0,-32.1872,1.0049,4.4783,2.7728,13.1856,18.0278,20.2245,4.3943,0.978,-31.739,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fok_fuk_gps1__predobstrain,3696.0,240.0,4.0303,0.1005,0.9726,0.9726,-31.4938,-379.1881,-31.4938,-3.5819,-955.1544,52.0,-32.5816,1.3203,4.5436,2.5551,10.3622,12.4797,14.0216,4.7768,1.3595,-31.4938,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fok_fuk_gps2__predobstrain,3696.0,240.0,4.0817,0.1018,0.9719,0.9719,-30.6597,-362.5183,-30.6597,-4.1849,-1036.2578,52.0,-33.6368,1.2462,4.6322,2.5777,10.6275,12.0204,13.6831,4.4822,1.2618,-30.6597,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fok_fuk_gps3__predobstrain,3696.0,240.0,4.1071,0.1024,0.9715,0.9715,-30.4664,-369.7338,-30.4664,-4.1907,-1070.0647,52.0,-32.3056,1.2612,4.6235,2.5886,10.7513,12.0617,14.1924,4.5021,1.2786,-30.4664,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fok_only_gps1__predobstrain,3696.0,240.0,4.0581,0.1012,0.9722,0.9722,-30.5254,-379.3025,-30.5254,-4.2642,-969.4865,52.0,-30.5964,1.3023,4.3719,2.5571,10.4025,13.0219,14.8803,4.4916,1.3198,-30.5254,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fok_only_gps2__predobstrain,3696.0,240.0,4.103,0.1023,0.9716,0.9716,-28.1896,-354.2868,-28.1896,-4.6427,-1046.8325,52.0,-31.3737,1.2125,4.4348,2.5786,10.6773,12.3218,14.4328,4.2482,1.2352,-28.1896,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fok_only_gps3__predobstrain,3696.0,240.0,4.1349,0.1031,0.9711,0.9711,-27.9215,-369.2054,-27.9215,-4.7875,-1081.0033,52.0,-29.9724,1.2282,4.4674,2.5915,10.8208,12.5283,15.0339,4.2901,1.2452,-27.9215,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fuk_only_gps1__predobstrain,3696.0,240.0,3.9984,0.0997,0.973,0.973,-33.3573,-400.0653,-33.3573,-3.4803,-948.1487,52.0,-33.8861,1.3171,4.6532,2.5497,10.3361,11.7843,12.987,4.9234,1.3679,-33.3573,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fuk_only_gps2__predobstrain,3696.0,240.0,4.0549,0.1011,0.9722,0.9722,-32.2403,-401.5551,-32.2403,-4.0815,-1031.6192,52.0,-35.2314,1.2482,4.7727,2.5715,10.5815,11.7055,12.7973,4.6074,1.2795,-32.2403,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_fuk_only_gps3__predobstrain,3696.0,240.0,4.08,0.1017,0.9719,0.9719,-32.3101,-412.0061,-32.3101,-4.1462,-1064.7341,52.0,-34.3432,1.2559,4.7775,2.5828,10.7338,11.7462,13.239,4.6387,1.2658,-32.3101,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gespannt_only_gps1__predobstrain,3696.0,240.0,4.3104,0.1075,0.9686,0.9686,-18.8822,-191.7146,-18.8822,-2.0439,-1742.876,52.0,-18.8796,0.7438,3.1841,2.3087,12.2308,16.2466,17.5125,3.2945,0.7199,-18.8822,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gespannt_only_gps2__predobstrain,3696.0,240.0,4.3292,0.1079,0.9684,0.9684,-19.1089,-195.3514,-19.1089,-2.1021,-1762.5908,52.0,-19.2017,0.7423,3.2221,2.3187,12.4898,16.3029,17.814,3.2845,0.7268,-19.1089,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gespannt_only_gps3__predobstrain,3696.0,240.0,4.3892,0.1094,0.9675,0.9675,-20.4897,-195.5647,-20.4897,-2.2849,-1840.0852,52.0,-19.8131,0.7357,3.2616,2.345,12.8939,16.4615,17.3783,3.1902,0.735,-20.4897,,,,,,,,,,,
gfa_ablat_hydroraum_ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gfa_hydroraum_gps1__predobstrain,3696.0,240.0,5.0373,0.1256,0.9572,0.9572,-35.5637,-274.9839,-35.5637,-5.6993,-1951.6444,52.0,-31.0445,0.87,4.692,2.7072,12.956,21.8633,23.3505,5.0126,0.8634,-35.5637,,,,,,,,,,,
gfa_ablat_hydroraum_ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gfa_hydroraum_gps2__predobstrain,3696.0,240.0,4.9548,0.1235,0.9585,0.9585,-36.5787,-292.5228,-36.5787,-5.8292,-1838.702,52.0,-32.0289,0.8975,4.8292,2.6744,12.8907,21.2636,24.7913,5.0189,0.8744,-36.5787,,,,,,,,,,,
gfa_ablat_hydroraum_ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gfa_hydroraum_gps3__predobstrain,3696.0,240.0,5.21,0.1299,0.9542,0.9542,-30.6768,-257.0869,-30.6768,-4.565,-1997.4758,52.0,-29.4132,0.8611,4.5804,2.7647,13.3277,22.5324,24.6692,4.902,0.8648,-30.6768,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gwlk_cont_only_gps1__predobstrain,3696.0,240.0,4.2171,0.1051,0.97,0.97,-31.7927,-255.8527,-31.7927,-3.6226,-1875.0806,52.0,-27.6559,0.9074,3.8468,2.4367,10.7687,14.9332,18.4891,3.9314,0.973,-31.7927,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gwlk_cont_only_gps2__predobstrain,3696.0,240.0,4.181,0.1042,0.9705,0.9705,-28.9724,-248.9755,-28.9724,-4.0069,-1722.361,52.0,-26.4391,0.9055,3.7147,2.4324,10.6513,14.4713,17.1196,3.6376,0.9618,-28.9724,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_gwlk_cont_only_gps3__predobstrain,3696.0,240.0,4.2697,0.1065,0.9692,0.9692,-30.903,-256.4372,-30.903,-3.6931,-1880.7676,52.0,-27.581,0.8946,3.8043,2.4708,11.131,14.8933,17.6607,3.8805,0.9357,-30.903,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,4.5587,0.1137,0.9649,0.9649,-18.0967,-161.8331,-18.0967,-3.7644,-1601.0652,52.0,-16.5804,0.8034,3.3582,2.324,10.7729,21.626,24.5231,4.091,0.8451,-18.0967,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_hydroraum_gespannt_gps2__predobstrain,3696.0,240.0,4.4739,0.1115,0.9662,0.9662,-20.6195,-157.9917,-20.6195,-3.3407,-1539.1786,52.0,-17.3168,0.8181,3.4469,2.2873,10.5188,21.0776,26.1649,3.9642,0.8159,-20.6195,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_hydroraum_gespannt_gps3__predobstrain,3696.0,240.0,4.6987,0.1171,0.9627,0.9627,-16.8309,-189.4776,-16.8309,-3.6708,-1622.3819,52.0,-15.7345,0.7825,3.3032,2.3687,11.1719,22.7384,26.1739,3.6147,0.8002,-16.8309,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_hydroraum_only_gps1__predobstrain,3696.0,240.0,4.9289,0.1229,0.959,0.959,-31.4607,-163.2789,-31.4607,-3.7593,-1916.4634,52.0,-26.4719,0.8447,4.2319,2.5716,12.9678,21.8943,23.3725,4.5171,0.8558,-31.4607,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_hydroraum_only_gps2__predobstrain,3696.0,240.0,4.8531,0.121,0.9602,0.9602,-34.0825,-166.8919,-34.0825,-3.9395,-1819.3507,52.0,-28.5397,0.8664,4.355,2.5463,12.8103,21.2264,24.7509,4.5822,0.8523,-34.0825,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_hydroraum_only_gps3__predobstrain,3696.0,240.0,5.0961,0.1271,0.9562,0.9562,-25.9802,-163.2985,-25.9802,-4.1291,-1961.6709,52.0,-25.4859,0.8264,4.1795,2.6256,13.3348,22.5539,24.6918,4.3949,0.8604,-25.9802,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr1lag_only_gps1__predobstrain,3696.0,240.0,5.9684,0.1488,0.9399,0.9399,-46.7373,-309.5494,-46.7373,-6.4022,-2099.822,52.0,-46.7964,1.1665,5.5678,3.0921,11.6271,29.4025,37.3124,5.5934,1.2091,-46.7373,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr1lag_only_gps2__predobstrain,3696.0,240.0,5.8831,0.1467,0.9416,0.9416,-47.3396,-302.342,-47.3396,-6.1164,-2071.3393,52.0,-48.6616,1.1861,5.7669,3.0664,11.6344,30.4969,37.8409,5.7244,1.1962,-47.3396,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr1lag_only_gps3__predobstrain,3696.0,240.0,6.0515,0.1509,0.9382,0.9382,-47.9547,-297.1774,-47.9547,-6.7937,-2154.9396,52.0,-48.5901,1.2105,5.6618,3.1271,11.9665,30.6663,37.3058,5.6617,1.2278,-47.9547,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr52lag_only_gps1__predobstrain,3696.0,240.0,4.9899,0.1244,0.958,0.958,-35.845,-448.2808,-35.845,-3.9972,-1952.4579,52.0,-36.777,0.8983,4.9773,2.9356,13.3259,16.3778,19.5746,4.8014,0.8655,-35.845,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr52lag_only_gps2__predobstrain,3696.0,240.0,4.8765,0.1216,0.9598,0.9598,-36.502,-450.8987,-36.502,-5.3739,-1870.3915,52.0,-35.6159,0.9163,4.8654,2.8816,12.8551,15.6302,18.898,4.8636,0.879,-36.502,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr52lag_only_gps3__predobstrain,3696.0,240.0,5.085,0.1268,0.9563,0.9563,-36.888,-430.9,-36.888,-6.8227,-2122.5434,52.0,-36.5103,0.9143,4.892,2.9643,13.4211,16.6596,22.8705,4.9131,0.887,-36.888,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr52xcorr_only_gps1__predobstrain,3696.0,240.0,3.7475,0.0934,0.9763,0.9763,-29.4334,-341.4995,-29.4334,-8.3495,-757.0725,52.0,-25.9655,0.9908,4.1707,2.2832,9.2881,14.4464,16.1414,4.3791,1.1565,-29.4334,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr52xcorr_only_gps2__predobstrain,3696.0,240.0,3.7358,0.0931,0.9764,0.9764,-28.0695,-285.382,-28.0695,-8.8117,-746.3726,52.0,-24.8773,0.9967,4.0936,2.2576,9.308,14.9978,16.5396,4.5086,1.1259,-28.0695,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_pr52xcorr_only_gps3__predobstrain,3696.0,240.0,3.7193,0.0927,0.9766,0.9766,-26.8517,-281.5465,-26.8517,-8.0027,-717.9723,52.0,-24.3821,1.0148,4.1477,2.261,9.3751,14.5435,16.2468,4.4451,1.1456,-26.8517,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_acf_class_gps1__predobstrain,3696.0,240.0,5.475,0.1365,0.9494,0.9494,-67.7358,-570.1175,-67.7358,-12.6147,-2813.0382,52.0,-72.4858,1.7431,6.2191,3.4815,13.8331,16.7001,20.8358,6.0186,1.8322,-67.7358,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_acf_class_gps2__predobstrain,3696.0,240.0,5.5959,0.1395,0.9471,0.9471,-70.0193,-616.6345,-70.0193,-14.6341,-2939.1257,52.0,-71.1329,1.702,6.1743,3.5392,13.9103,18.2133,21.5293,5.9605,1.9224,-70.0193,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_acf_class_gps3__predobstrain,3696.0,240.0,5.6547,0.141,0.946,0.946,-76.9467,-632.9177,-76.9467,-15.4841,-2926.1819,52.0,-75.26,1.8129,6.1622,3.5634,13.8938,18.6695,23.9434,6.0412,1.9034,-76.9467,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fok_fuk_gps1__predobstrain,3696.0,240.0,4.5968,0.1146,0.9643,0.9643,-53.0784,-591.1567,-53.0784,-5.7566,-1892.0628,52.0,-48.4298,1.3575,5.6481,2.9392,11.4896,13.4207,15.6858,5.5418,1.3896,-53.0784,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fok_fuk_gps2__predobstrain,3696.0,240.0,4.7133,0.1175,0.9625,0.9625,-47.4166,-624.1561,-47.4166,-5.2705,-1980.4228,52.0,-49.2033,1.2919,5.5463,2.9936,11.773,14.0786,15.9863,5.5676,1.34,-47.4166,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fok_fuk_gps3__predobstrain,3696.0,240.0,4.7104,0.1174,0.9625,0.9625,-48.2649,-626.658,-48.2649,-5.4054,-1995.2726,52.0,-49.0448,1.3072,5.6392,2.9958,11.841,13.8906,15.64,5.5357,1.3274,-48.2649,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fok_gps1__predobstrain,3696.0,240.0,4.6306,0.1154,0.9638,0.9638,-52.4105,-591.7462,-52.4105,-5.3589,-1916.9943,52.0,-47.5734,1.3295,5.6042,2.9576,11.5308,13.4794,15.7185,5.4564,1.3675,-52.4105,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fok_gps2__predobstrain,3696.0,240.0,4.7468,0.1183,0.962,0.962,-46.1661,-621.2644,-46.1661,-5.362,-2002.6602,52.0,-48.9094,1.2772,5.5582,3.0123,11.8116,14.1327,15.9967,5.5531,1.3186,-46.1661,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fok_gps3__predobstrain,3696.0,240.0,4.7465,0.1183,0.962,0.962,-46.9656,-628.7994,-46.9656,-5.1521,-2021.7502,52.0,-48.3697,1.2815,5.6038,3.0145,11.8942,13.957,15.6808,5.5199,1.3038,-46.9656,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fuk_gps1__predobstrain,3696.0,240.0,4.5837,0.1143,0.9645,0.9645,-53.3238,-593.7165,-53.3238,-4.7826,-1885.2187,52.0,-48.9282,1.3628,5.6662,2.9317,11.4882,13.4148,15.6836,5.5752,1.4032,-53.3238,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fuk_gps2__predobstrain,3696.0,240.0,4.6978,0.1171,0.9627,0.9627,-47.218,-626.4869,-47.218,-4.2794,-1970.8042,52.0,-48.7586,1.303,5.5647,2.9848,11.7793,14.0474,15.9845,5.5758,1.3524,-47.218,,,,,,,,,,,
gw-feat-ablat-def-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_fuk_gps3__predobstrain,3696.0,240.0,4.6948,0.117,0.9628,0.9628,-47.9619,-628.6202,-47.9619,-4.9574,-1986.5538,52.0,-49.0391,1.3116,5.6472,2.9872,11.8406,13.8799,15.6504,5.5288,1.3372,-47.9619,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_gespannt_gps1__predobstrain,3696.0,240.0,4.4354,0.1106,0.9668,0.9668,-37.0073,-275.5722,-37.0073,-2.5518,-1731.2365,52.0,-38.9759,1.0524,4.9154,2.6811,11.4431,14.9036,15.9956,5.0045,1.0721,-37.0073,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_gespannt_gps2__predobstrain,3696.0,240.0,4.4587,0.1112,0.9664,0.9664,-36.8703,-279.2143,-36.8703,-2.4054,-1743.3216,52.0,-37.7582,1.0616,4.8716,2.6942,11.5171,14.8587,16.3262,4.9931,1.092,-36.8703,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_gespannt_gps3__predobstrain,3696.0,240.0,4.5085,0.1124,0.9657,0.9657,-37.9604,-277.4304,-37.9604,-2.0909,-1785.4232,52.0,-39.3359,1.0831,4.8982,2.7138,11.7304,15.1218,16.0591,5.0569,1.1146,-37.9604,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,4.708,0.1174,0.9626,0.9626,-21.8979,-212.8235,-21.8979,-2.145,-1997.2635,52.0,-20.7675,0.7794,3.7303,2.4503,11.4173,21.3153,22.7615,3.8147,0.7988,-21.8979,,,,,,,,,,,
gw-feat-ablat-rand-ss51.log,ORACLE_oracle_ablat_rand_f95_ss51__feat_siwa_hydroraum_gespannt_gps2__predobstrain,3696.0,240.0,4.6434,0.1158,0.9636,0.9636,-24.6777,-212.8542,-24.6777,-2.1828,-1943.3997,52.0,-19.1582,0.7676,3.5634,2.416,11.1862,20.9816,22.6043,3.9075,0.8569,-24.6777,,,,,,,,,,,
