log,run,valid_pairs,skipped,RMSE,nRMSE,NSE_pooled,NSE,NSE_id_median,NSE_id_p25,NSE_id_p50,NSE_id_p75,NSE_id_mean,NSE_id_count,NSE_hw,RMSE_hw,nRMSE_hw,MAE,AbsErr_P95,AbsErr_P99,AbsErr_Max,nRMSE_pw,RMSE_pw,NSE_pw,n_dates,n_train_wells,n_holdout_wells,dkl_latent_dims,dkl_train_steps,gp_ls,gp_os,gp_noise,dkl_best_mll,y_mean,y_std
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_gwlk_cont_gps2__predobstrain,3696.0,240.0,5.5554,0.1932,0.8987,0.8987,-40.9627,-351.9644,-40.9627,-3.2212,-2018.1004,52.0,-40.6737,1.0714,5.3938,2.9045,14.1601,25.2315,25.901,5.5603,1.0936,-40.9627,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_gwlk_cont_gps3__predobstrain,3696.0,240.0,5.5612,0.1934,0.8985,0.8985,-41.3467,-343.994,-41.3467,-3.1623,-2025.8882,52.0,-41.3676,1.0691,5.3569,2.9068,14.2903,25.2619,25.9913,5.5561,1.0915,-41.3467,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_gwlk_onehot_gps1__predobstrain,3696.0,240.0,5.6406,0.1961,0.8956,0.8956,-47.3969,-340.1329,-47.3969,-3.7622,-2242.3213,52.0,-43.1625,1.114,5.4404,3.0021,14.1622,25.1727,25.8427,5.5771,1.1259,-47.3969,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_gwlk_onehot_gps2__predobstrain,3696.0,240.0,5.6216,0.1955,0.8963,0.8963,-49.6805,-340.212,-49.6805,-4.2801,-2254.5374,52.0,-46.1712,1.1226,5.5514,3.0019,14.0334,25.09,25.8152,5.6474,1.1384,-49.6805,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_gwlk_onehot_gps3__predobstrain,3696.0,240.0,5.6277,0.1957,0.896,0.896,-49.9162,-334.4824,-49.9162,-4.1471,-2255.2544,52.0,-41.5679,1.1594,5.3918,3.0014,14.1657,25.1264,25.8948,5.5913,1.1601,-49.9162,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr1lag_gps1__predobstrain,3696.0,240.0,5.2624,0.183,0.9091,0.9091,-49.114,-582.7882,-49.114,-3.3191,-1698.9296,52.0,-47.5719,1.1029,5.692,2.786,10.6618,24.7699,25.8316,6.1845,1.0735,-49.114,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr1lag_gps2__predobstrain,3696.0,240.0,5.354,0.1862,0.9059,0.9059,-48.3521,-596.101,-48.3521,-2.9007,-1787.1642,52.0,-48.5371,1.0621,5.9199,2.8428,13.3853,24.5083,25.5402,5.9049,1.0335,-48.3521,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr1lag_gps3__predobstrain,3696.0,240.0,5.3473,0.1859,0.9061,0.9061,-48.3052,-579.2231,-48.3052,-3.1968,-1773.7678,52.0,-48.0406,1.0562,5.8534,2.8374,13.1974,24.5351,25.5409,6.0437,1.0426,-48.3052,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr52lag_gps1__predobstrain,3696.0,240.0,5.369,0.1867,0.9054,0.9054,-54.2237,-419.4412,-54.2237,-5.5242,-1641.9108,52.0,-39.2267,0.9953,5.0933,2.679,10.2823,27.2937,29.0155,5.2348,1.1517,-54.2237,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr52lag_gps2__predobstrain,3696.0,240.0,5.4635,0.19,0.902,0.902,-51.9354,-501.4455,-51.9354,-4.6671,-1683.2401,52.0,-44.7095,0.987,5.2203,2.7042,9.9844,27.9567,28.9686,5.3846,1.1864,-51.9354,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr52lag_gps3__predobstrain,3696.0,240.0,5.4178,0.1884,0.9036,0.9036,-51.6636,-428.8254,-51.6636,-4.3939,-1669.8231,52.0,-41.901,0.9587,5.0275,2.6696,9.8137,27.9097,28.8125,5.0737,1.1715,-51.6636,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr52xcorr_gps1__predobstrain,3696.0,240.0,5.7274,0.1991,0.8923,0.8923,-70.9132,-300.2739,-70.9132,-5.898,-2400.5099,52.0,-70.3352,1.2093,6.3016,2.7958,11.6677,26.5422,27.3018,6.1973,1.2354,-70.9132,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr52xcorr_gps2__predobstrain,3696.0,240.0,5.7304,0.1992,0.8922,0.8922,-70.4305,-302.9818,-70.4305,-5.397,-2406.8989,52.0,-67.6298,1.2102,5.975,2.7858,11.5769,26.6169,27.4627,6.3394,1.2035,-70.4305,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr52xcorr_gps3__predobstrain,3696.0,240.0,5.7193,0.1989,0.8926,0.8926,-71.9236,-302.5953,-71.9236,-6.2365,-2400.0459,52.0,-72.4474,1.2036,6.3709,2.7855,11.6125,26.638,27.4271,6.3916,1.21,-71.9236,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr_all_gps1__predobstrain,3696.0,240.0,5.7294,0.1992,0.8922,0.8922,-62.0279,-260.7451,-62.0279,-7.0417,-2338.5509,52.0,-62.0269,1.1484,5.3427,2.826,12.291,26.1663,26.8416,5.0955,1.1316,-62.0279,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr_all_gps2__predobstrain,3696.0,240.0,5.7271,0.1991,0.8923,0.8923,-62.3295,-268.9037,-62.3295,-7.2576,-2338.9903,52.0,-58.3873,1.1452,5.0624,2.8145,12.1564,26.2539,27.064,5.0884,1.1452,-62.3295,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_best_pr_all_gps3__predobstrain,3696.0,240.0,5.722,0.199,0.8925,0.8925,-63.8305,-278.9608,-63.8305,-7.8758,-2324.4755,52.0,-60.4917,1.1289,5.2373,2.819,12.1505,26.3476,27.0265,5.2238,1.1235,-63.8305,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_coords_only_gps1__predobstrain,3696.0,240.0,3.6974,0.1286,0.9551,0.9551,-25.9911,-132.8254,-25.9911,-2.0857,-497.6408,52.0,-26.2988,0.725,4.2411,1.7585,6.7349,21.544,22.3924,4.2763,0.7357,-25.9911,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_coords_only_gps2__predobstrain,3696.0,240.0,3.698,0.1286,0.9551,0.9551,-26.5697,-132.8278,-26.5697,-2.0881,-495.3242,52.0,-28.4415,0.7271,4.249,1.7588,6.7313,21.563,22.2423,4.3366,0.7384,-26.5697,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_coords_only_gps3__predobstrain,3696.0,240.0,3.6979,0.1286,0.9551,0.9551,-25.2215,-140.7196,-25.2215,-2.0393,-502.0611,52.0,-26.555,0.7221,4.2292,1.7621,6.7317,21.4605,22.2889,4.2037,0.7455,-25.2215,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fok_fuk_gps1__predobstrain,3696.0,240.0,3.763,0.1308,0.9535,0.9535,-34.6817,-160.7914,-34.6817,-6.8683,-410.2062,52.0,-33.2551,0.8402,4.2802,1.8158,7.0923,22.0402,22.8363,4.2169,0.8201,-34.6817,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fok_fuk_gps2__predobstrain,3696.0,240.0,3.768,0.131,0.9534,0.9534,-34.8947,-161.3484,-34.8947,-6.4983,-410.5433,52.0,-32.9649,0.8499,4.2709,1.8175,7.1021,22.0388,22.6998,4.2432,0.8348,-34.8947,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fok_fuk_gps3__predobstrain,3696.0,240.0,3.7953,0.132,0.9527,0.9527,-36.0489,-166.9476,-36.0489,-6.718,-416.3319,52.0,-31.8205,0.8515,4.1893,1.8323,7.1332,22.0533,22.7792,4.2579,0.898,-36.0489,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fok_only_gps1__predobstrain,3696.0,240.0,3.7406,0.1301,0.9541,0.9541,-34.3676,-151.1724,-34.3676,-6.6419,-412.2438,52.0,-32.4343,0.8237,4.2423,1.8062,7.0806,21.8289,22.5523,4.2015,0.8041,-34.3676,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fok_only_gps2__predobstrain,3696.0,240.0,3.7471,0.1303,0.9539,0.9539,-35.5631,-150.9861,-35.5631,-6.2702,-411.1989,52.0,-33.0077,0.8286,4.2623,1.8094,7.0914,21.8406,22.4493,4.215,0.8186,-35.5631,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fok_only_gps3__predobstrain,3696.0,240.0,3.7775,0.1313,0.9532,0.9532,-36.6209,-157.3293,-36.6209,-6.7382,-416.0975,52.0,-31.0871,0.8495,4.162,1.8259,7.1225,21.8581,22.6431,4.2277,0.8932,-36.6209,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fuk_only_gps1__predobstrain,3696.0,240.0,3.7699,0.1311,0.9533,0.9533,-34.6219,-167.6219,-34.6219,-7.2796,-413.0299,52.0,-30.3983,0.837,4.2383,1.8139,7.0963,22.1467,22.8913,4.2754,0.8325,-34.6219,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fuk_only_gps2__predobstrain,3696.0,240.0,3.7769,0.1313,0.9532,0.9532,-34.6614,-170.4975,-34.6614,-7.1449,-412.8874,52.0,-31.1567,0.8447,4.2805,1.818,7.1083,22.1604,22.7769,4.2935,0.8456,-34.6614,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_fuk_only_gps3__predobstrain,3696.0,240.0,3.8042,0.1323,0.9525,0.9525,-35.7979,-176.7118,-35.7979,-6.6812,-418.992,52.0,-30.9639,0.8569,4.1731,1.8337,7.1329,22.1675,22.9381,4.3078,0.8855,-35.7979,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_gespannt_only_gps1__predobstrain,3696.0,240.0,4.0254,0.14,0.9468,0.9468,-39.4962,-219.2945,-39.4962,-4.0614,-679.7728,52.0,-37.0787,0.8239,4.2791,2.0618,7.8964,21.8008,22.4047,4.4336,0.8285,-39.4962,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_gespannt_only_gps2__predobstrain,3696.0,240.0,3.9727,0.1381,0.9482,0.9482,-37.6475,-218.308,-37.6475,-3.7571,-652.3258,52.0,-36.0575,0.828,4.2961,2.0324,7.7885,21.8101,22.4281,4.3458,0.8374,-37.6475,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_gespannt_only_gps3__predobstrain,3696.0,240.0,3.9796,0.1384,0.948,0.948,-38.0936,-221.8215,-38.0936,-3.9468,-656.7116,52.0,-36.7644,0.8256,4.3456,2.0416,7.8334,21.7385,22.4379,4.4023,0.8261,-38.0936,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_gwlk_cont_only_gps1__predobstrain,3696.0,240.0,3.8405,0.1335,0.9516,0.9516,-18.8359,-161.4733,-18.8359,-3.0966,-834.1846,52.0,-15.2284,0.5783,3.2498,1.7975,7.5622,21.3697,22.1315,3.338,0.5935,-18.8359,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_gwlk_cont_only_gps2__predobstrain,3696.0,240.0,3.8586,0.1342,0.9511,0.9511,-19.796,-175.4547,-19.796,-2.6143,-864.8426,52.0,-17.6676,0.6077,3.4231,1.8277,7.9155,21.2874,22.1912,3.5516,0.6114,-19.796,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_gwlk_cont_only_gps3__predobstrain,3696.0,240.0,3.8667,0.1344,0.9509,0.9509,-18.9666,-179.2748,-18.9666,-2.653,-876.6713,52.0,-16.903,0.6055,3.3729,1.8345,7.9863,21.2463,22.1876,3.5132,0.6247,-18.9666,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,3.9089,0.1359,0.9498,0.9498,-16.4968,-189.9291,-16.4968,-2.2208,-870.3947,52.0,-14.0657,0.6636,2.9525,2.0268,7.8151,18.47,20.069,2.9332,0.7371,-16.4968,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_hydroraum_gespannt_gps2__predobstrain,3696.0,240.0,3.8028,0.1322,0.9525,0.9525,-14.7529,-175.5931,-14.7529,-2.4656,-803.8182,52.0,-13.9457,0.6679,2.9596,1.949,7.5635,18.8742,20.3902,2.8647,0.7021,-14.7529,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_hydroraum_gespannt_gps3__predobstrain,3696.0,240.0,3.8354,0.1334,0.9517,0.9517,-16.5729,-172.5836,-16.5729,-2.0241,-852.8867,52.0,-14.7395,0.6599,2.9361,1.9743,7.745,18.6404,20.5896,2.9466,0.6351,-16.5729,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_hydroraum_only_gps1__predobstrain,3696.0,240.0,3.5097,0.122,0.9596,0.9596,-13.5586,-178.7185,-13.5586,-1.5573,-899.9517,52.0,-13.9682,0.5788,3.0896,1.7385,8.0116,18.4469,19.6818,3.0047,0.595,-13.5586,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_hydroraum_only_gps2__predobstrain,3696.0,240.0,3.5189,0.1224,0.9593,0.9593,-15.7342,-145.5733,-15.7342,-1.4003,-900.4958,52.0,-14.2644,0.5921,3.0785,1.7419,7.9892,18.5826,19.8285,2.9915,0.5928,-15.7342,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_hydroraum_only_gps3__predobstrain,3696.0,240.0,3.5226,0.1225,0.9593,0.9593,-16.3474,-113.8213,-16.3474,-1.2371,-912.716,52.0,-15.1548,0.5885,3.0684,1.7447,8.0379,18.3189,20.0968,2.9955,0.5825,-16.3474,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr1lag_only_gps1__predobstrain,3696.0,240.0,5.9886,0.2082,0.8823,0.8823,-21.073,-274.6897,-21.073,-3.4739,-1888.8597,52.0,-20.0213,0.6967,3.7175,2.7588,9.4064,29.503,32.6615,3.8638,0.6878,-21.073,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr1lag_only_gps2__predobstrain,3696.0,240.0,6.082,0.2115,0.8786,0.8786,-24.075,-274.2661,-24.075,-3.8814,-1974.8094,52.0,-21.3227,0.7059,3.8006,2.7949,9.5724,30.0887,32.4856,3.929,0.6815,-24.075,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr1lag_only_gps3__predobstrain,3696.0,240.0,6.1622,0.2143,0.8753,0.8753,-24.6885,-311.1295,-24.6885,-3.6197,-2063.7054,52.0,-20.8596,0.7146,3.7205,2.8202,9.8708,31.0046,32.7891,3.9346,0.7025,-24.6885,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr52lag_only_gps1__predobstrain,3696.0,240.0,6.3101,0.2194,0.8693,0.8693,-14.7788,-294.2891,-14.7788,-1.6987,-1578.0652,52.0,-14.1877,0.6229,3.2327,2.6956,9.634,32.6202,33.1618,3.18,0.6336,-14.7788,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr52lag_only_gps2__predobstrain,3696.0,240.0,6.6004,0.2295,0.857,0.857,-13.2025,-281.1816,-13.2025,-1.8114,-1790.5908,52.0,-13.487,0.6636,3.1673,2.8249,9.7959,32.6031,33.2062,3.0993,0.6944,-13.2025,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr52lag_only_gps3__predobstrain,3696.0,240.0,6.6234,0.2303,0.856,0.856,-15.5039,-288.0479,-15.5039,-1.6621,-1849.2143,52.0,-13.367,0.6425,3.1398,2.8444,10.181,32.6222,33.4157,3.0734,0.698,-15.5039,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr52xcorr_only_gps1__predobstrain,3696.0,240.0,5.4078,0.188,0.904,0.904,-37.5838,-396.4109,-37.5838,-5.5278,-662.9474,52.0,-35.1393,1.0137,4.7001,2.455,8.4667,32.1976,33.73,4.9825,1.0072,-37.5838,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr52xcorr_only_gps2__predobstrain,3696.0,240.0,5.4171,0.1884,0.9037,0.9037,-37.9089,-410.6395,-37.9089,-5.6733,-671.4039,52.0,-35.5812,0.9822,4.6478,2.4642,8.4871,32.1122,33.8491,4.8004,0.9965,-37.9089,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_pr52xcorr_only_gps3__predobstrain,3696.0,240.0,5.4323,0.1889,0.9031,0.9031,-39.7505,-409.0168,-39.7505,-5.5134,-675.8878,52.0,-36.8314,0.964,4.8556,2.4783,8.4936,32.0476,33.697,4.817,0.97,-39.7505,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_acf_class_gps1__predobstrain,3696.0,240.0,7.5618,0.2629,0.8123,0.8123,-113.919,-791.7449,-113.919,-21.0239,-4189.4908,52.0,-114.3452,1.4737,7.9041,4.2176,16.665,31.2895,32.9376,7.6497,1.449,-113.919,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_acf_class_gps2__predobstrain,3696.0,240.0,7.5679,0.2631,0.812,0.812,-117.2295,-757.3333,-117.2295,-23.4116,-4243.5979,52.0,-111.6982,1.4878,7.9002,4.2142,17.1316,31.3748,32.9076,7.8277,1.4775,-117.2295,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_acf_class_gps3__predobstrain,3696.0,240.0,7.5073,0.261,0.815,0.815,-113.6439,-801.8881,-113.6439,-19.715,-4175.6253,52.0,-113.7659,1.5023,7.8637,4.19,17.08,31.2462,32.2769,7.6806,1.4689,-113.6439,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fok_fuk_gps1__predobstrain,3696.0,240.0,6.6191,0.2301,0.8562,0.8562,-71.2449,-353.0935,-71.2449,-14.909,-2268.2097,52.0,-69.9586,1.2724,6.3649,3.4367,15.6717,29.864,31.5482,6.4347,1.2842,-71.2449,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fok_fuk_gps2__predobstrain,3696.0,240.0,6.6701,0.2319,0.8539,0.8539,-69.2096,-352.2511,-69.2096,-14.9527,-2279.1842,52.0,-73.1895,1.2907,6.3668,3.4586,15.8882,30.0283,31.6162,6.2137,1.3016,-69.2096,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fok_fuk_gps3__predobstrain,3696.0,240.0,6.6784,0.2322,0.8536,0.8536,-72.0092,-327.8205,-72.0092,-15.3418,-2276.8318,52.0,-73.4739,1.2818,6.5515,3.4661,16.0456,30.0231,31.103,7.0544,1.2913,-72.0092,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fok_gps1__predobstrain,3696.0,240.0,6.6089,0.2298,0.8566,0.8566,-68.8912,-365.7916,-68.8912,-12.7306,-2252.8353,52.0,-70.2478,1.2666,6.3781,3.4349,15.6395,29.8727,31.561,6.5766,1.2846,-68.8912,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fok_gps2__predobstrain,3696.0,240.0,6.6582,0.2315,0.8545,0.8545,-69.3357,-361.8605,-69.3357,-12.9909,-2262.0392,52.0,-73.1343,1.2828,6.4389,3.457,15.8502,30.0304,31.6374,6.4826,1.2978,-69.3357,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fok_gps3__predobstrain,3696.0,240.0,6.6678,0.2318,0.854,0.854,-73.2534,-336.4113,-73.2534,-13.3746,-2260.0538,52.0,-73.3638,1.285,6.5748,3.4649,16.0203,30.038,31.1127,7.0817,1.2957,-73.2534,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fuk_gps1__predobstrain,3696.0,240.0,6.6317,0.2306,0.8556,0.8556,-73.2457,-373.3673,-73.2457,-14.7702,-2275.8514,52.0,-71.3306,1.2937,6.4123,3.4401,15.7156,29.8609,31.551,6.6018,1.3115,-73.2457,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fuk_gps2__predobstrain,3696.0,240.0,6.6825,0.2324,0.8534,0.8534,-71.652,-368.3533,-71.652,-15.0018,-2286.9072,52.0,-73.5047,1.3045,6.3698,3.4616,15.9449,30.0292,31.5932,6.2875,1.3158,-71.652,,,,,,,,,,,
gw-feat-ablat-def-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_fuk_gps3__predobstrain,3696.0,240.0,6.6908,0.2326,0.853,0.853,-74.9901,-346.0779,-74.9901,-14.0544,-2286.2651,52.0,-75.0572,1.3011,6.5819,3.4693,16.0959,30.0202,31.0916,6.6457,1.3027,-74.9901,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_gespannt_gps1__predobstrain,3696.0,240.0,6.493,0.2258,0.8616,0.8616,-73.9856,-488.9802,-73.9856,-9.017,-3163.6866,52.0,-76.6081,1.3761,7.4604,3.507,15.5047,29.1208,30.1396,7.31,1.4261,-73.9856,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_gespannt_gps2__predobstrain,3696.0,240.0,6.4144,0.223,0.8649,0.8649,-67.2975,-475.3314,-67.2975,-9.1532,-3124.5896,52.0,-71.4177,1.3476,7.2289,3.4599,15.4051,29.0799,29.8227,7.2848,1.3537,-67.2975,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_gespannt_gps3__predobstrain,3696.0,240.0,6.4019,0.2226,0.8655,0.8655,-66.7079,-478.3653,-66.7079,-9.2212,-3104.0642,52.0,-73.0787,1.3473,7.1098,3.4589,15.3893,28.9975,29.9725,7.2252,1.4167,-66.7079,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_hydroraum_gespannt_gps1__predobstrain,3696.0,240.0,5.169,0.1797,0.9123,0.9123,-39.0993,-263.1658,-39.0993,-5.9005,-1647.7188,52.0,-35.1685,0.9281,4.7827,2.6462,11.2367,25.6959,26.569,4.9399,0.9144,-39.0993,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_hydroraum_gespannt_gps2__predobstrain,3696.0,240.0,5.156,0.1793,0.9127,0.9127,-35.0873,-266.8437,-35.0873,-5.5221,-1644.7041,52.0,-32.4296,0.9578,4.6579,2.639,11.157,25.8892,26.4638,4.7503,0.979,-35.0873,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_hydroraum_gespannt_gps3__predobstrain,3696.0,240.0,5.1558,0.1793,0.9127,0.9127,-37.4237,-271.1558,-37.4237,-5.183,-1658.4466,52.0,-33.6435,0.9442,4.6815,2.643,11.043,25.8695,26.4865,4.8345,0.9311,-37.4237,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_hydroraum_gps1__predobstrain,3696.0,240.0,4.7692,0.1658,0.9253,0.9253,-22.6879,-246.7606,-22.6879,-4.7754,-1663.5641,52.0,-24.4614,0.9467,4.2501,2.3083,7.9415,25.9232,26.8413,4.4824,0.9201,-22.6879,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_hydroraum_gps2__predobstrain,3696.0,240.0,4.827,0.1678,0.9235,0.9235,-17.8306,-263.3157,-17.8306,-5.4866,-1720.0463,52.0,-21.8797,0.9353,3.9757,2.3385,8.1638,26.1843,26.947,4.1107,0.9147,-17.8306,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_hydroraum_gps3__predobstrain,3696.0,240.0,4.8305,0.168,0.9234,0.9234,-21.8564,-241.7781,-21.8564,-5.1431,-1728.7352,52.0,-23.1277,0.9247,4.1428,2.3378,8.1612,26.1766,27.0895,4.5337,0.8967,-21.8564,,,,,,,,,,,
gw-feat-ablat-md30-ss43.log,ORACLE_oracle_ablat_md30_f95_ss43__feat_siwa_only_gps1__predobstrain,3696.0,240.0,6.4463,0.2241,0.8636,0.8636,-77.3203,-566.5715,-77.3203,-9.442,-2803.3066,52.0,-78.9143,1.2401,7.696,3.4482,14.67,28.9429,30.1803,7.6268,1.2445,-77.3203,,,,,,,,,,,
