split,frac,ss,tag,NSE_hw,run
md50,95,45,multiseed_md50_gps1,-34.94553314629904,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss45__multiseed_md50_gps1__predobstrain
md50,95,45,multiseed_md50_gps2,-35.963572406108476,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss45__multiseed_md50_gps2__predobstrain
md50,95,45,multiseed_md50_gps3,-38.77548832688707,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss45__multiseed_md50_gps3__predobstrain
md50,95,46,coloc_pilot,-26.28623729228054,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss46__coloc_pilot__predobstrain
md50,95,46,multiseed_md50_gps1,-25.66096236200972,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss46__multiseed_md50_gps1__predobstrain
md50,95,46,multiseed_md50_gps2,-25.61863436931887,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss46__multiseed_md50_gps2__predobstrain
md50,95,46,multiseed_md50_gps3,-26.076680906595413,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss46__multiseed_md50_gps3__predobstrain
md50,95,47,multiseed_md50_gps1,-18.919145094217633,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss47__multiseed_md50_gps1__predobstrain
md50,95,47,multiseed_md50_gps2,-17.29253424721394,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss47__multiseed_md50_gps2__predobstrain
md50,95,47,multiseed_md50_gps3,-18.192686654871125,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss47__multiseed_md50_gps3__predobstrain
md50,95,48,multiseed_md50_gps1,-20.032247596584853,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss48__multiseed_md50_gps1__predobstrain
md50,95,48,multiseed_md50_gps2,-18.655214611758346,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss48__multiseed_md50_gps2__predobstrain
md50,95,48,multiseed_md50_gps3,-18.415576194663327,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss48__multiseed_md50_gps3__predobstrain
md50,95,49,multiseed_md50_gps1,-72.18694517672816,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss49__multiseed_md50_gps1__predobstrain
md50,95,49,multiseed_md50_gps2,-75.07943841364487,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss49__multiseed_md50_gps2__predobstrain
md50,95,49,multiseed_md50_gps3,-74.8196233983073,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss49__multiseed_md50_gps3__predobstrain
md50,95,50,multiseed_md50_gps1,-24.209580300698345,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss50__multiseed_md50_gps1__predobstrain
md50,95,50,multiseed_md50_gps2,-24.286146901772646,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss50__multiseed_md50_gps2__predobstrain
md50,95,50,multiseed_md50_gps3,-24.531107475876148,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss50__multiseed_md50_gps3__predobstrain
md50,95,51,multiseed_md50_gps1,-26.374492465742218,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss51__multiseed_md50_gps1__predobstrain
md50,95,51,multiseed_md50_gps2,-26.62486532525257,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss51__multiseed_md50_gps2__predobstrain
md50,95,51,multiseed_md50_gps3,-26.729402838399984,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md50_f95_ss51__multiseed_md50_gps3__predobstrain
md60,95,42,coloc_pilot,-21.632751143710635,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss42__coloc_pilot__predobstrain
md60,95,42,multiseed_md60_gps1,-21.90529976494716,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss42__multiseed_md60_gps1__predobstrain
md60,95,42,multiseed_md60_gps2,-22.480425437841447,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss42__multiseed_md60_gps2__predobstrain
md60,95,42,multiseed_md60_gps3,-21.9409277750921,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss42__multiseed_md60_gps3__predobstrain
md60,95,43,coloc_pilot,-30.108536234348726,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss43__coloc_pilot__predobstrain
md60,95,43,multiseed_md60_gps1,-26.83294547971908,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss43__multiseed_md60_gps1__predobstrain
md60,95,43,multiseed_md60_gps2,-28.207227997098556,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss43__multiseed_md60_gps2__predobstrain
md60,95,43,multiseed_md60_gps3,-29.420652213106266,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss43__multiseed_md60_gps3__predobstrain
md60,95,44,multiseed_md60_gps1,-25.06051913124795,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss44__multiseed_md60_gps1__predobstrain
md60,95,44,multiseed_md60_gps2,-22.522413826913443,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss44__multiseed_md60_gps2__predobstrain
md60,95,44,multiseed_md60_gps3,-24.23702559853447,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss44__multiseed_md60_gps3__predobstrain
md60,95,45,multiseed_md60_gps1,-19.426913635471976,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss45__multiseed_md60_gps1__predobstrain
md60,95,45,multiseed_md60_gps2,-21.140535293842433,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss45__multiseed_md60_gps2__predobstrain
md60,95,45,multiseed_md60_gps3,-20.331538661086977,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss45__multiseed_md60_gps3__predobstrain
md60,95,46,multiseed_md60_gps1,-51.502268952621584,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss46__multiseed_md60_gps1__predobstrain
md60,95,46,multiseed_md60_gps2,-51.0452813186764,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss46__multiseed_md60_gps2__predobstrain
md60,95,46,multiseed_md60_gps3,-52.92885334619224,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss46__multiseed_md60_gps3__predobstrain
md60,95,47,multiseed_md60_gps1,-30.663892187393415,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss47__multiseed_md60_gps1__predobstrain
md60,95,47,multiseed_md60_gps2,-28.901556408823257,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss47__multiseed_md60_gps2__predobstrain
md60,95,47,multiseed_md60_gps3,-28.179447987202174,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss47__multiseed_md60_gps3__predobstrain
md60,95,48,multiseed_md60_gps1,-20.898207374915003,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss48__multiseed_md60_gps1__predobstrain
md60,95,48,multiseed_md60_gps2,-21.07267924603658,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss48__multiseed_md60_gps2__predobstrain
md60,95,48,multiseed_md60_gps3,-21.39965624033419,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss48__multiseed_md60_gps3__predobstrain
md60,95,49,multiseed_md60_gps1,-111.79034668892336,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss49__multiseed_md60_gps1__predobstrain
md60,95,49,multiseed_md60_gps2,-125.12556465792076,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss49__multiseed_md60_gps2__predobstrain
md60,95,49,multiseed_md60_gps3,-124.32772875778193,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss49__multiseed_md60_gps3__predobstrain
md60,95,50,multiseed_md60_gps1,-15.308241040717355,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss50__multiseed_md60_gps1__predobstrain
md60,95,50,multiseed_md60_gps2,-16.417369865239273,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss50__multiseed_md60_gps2__predobstrain
md60,95,50,multiseed_md60_gps3,-15.477303989818804,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss50__multiseed_md60_gps3__predobstrain
md60,95,51,multiseed_md60_gps1,-27.519904459959193,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss51__multiseed_md60_gps1__predobstrain
md60,95,51,multiseed_md60_gps2,-27.143609101509384,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss51__multiseed_md60_gps2__predobstrain
md60,95,51,multiseed_md60_gps3,-28.177333872487768,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md60_f95_ss51__multiseed_md60_gps3__predobstrain
md70,95,42,coloc_pilot,-28.26533420909636,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md70_f95_ss42__coloc_pilot__predobstrain
md70,95,43,coloc_pilot,-20.092458547939533,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md70_f95_ss43__coloc_pilot__predobstrain
md80,95,42,coloc_pilot,-51.01341582681517,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md80_f95_ss42__coloc_pilot__predobstrain
md80,95,43,coloc_pilot,-35.269907324976245,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md80_f95_ss43__coloc_pilot__predobstrain
md90,95,42,coloc_pilot,-49.455937133949874,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md90_f95_ss42__coloc_pilot__predobstrain
md90,95,43,coloc_pilot,-25.13204335922494,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_md90_f95_ss43__coloc_pilot__predobstrain
rand,80,42,multiseed_rand_gps1,-52.674698289366205,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss42__multiseed_rand_gps1__predobstrain
rand,80,42,multiseed_rand_gps2,-53.26783925327865,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss42__multiseed_rand_gps2__predobstrain
rand,80,42,multiseed_rand_gps3,-55.98756841674128,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss42__multiseed_rand_gps3__predobstrain
rand,80,47,multiseed_rand_gps1,-51.43144747446988,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss47__multiseed_rand_gps1__predobstrain
rand,80,47,multiseed_rand_gps2,-51.662891749528,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss47__multiseed_rand_gps2__predobstrain
rand,80,47,multiseed_rand_gps3,-52.568034348607696,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss47__multiseed_rand_gps3__predobstrain
rand,80,48,multiseed_rand_gps1,-55.29362625737936,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss48__multiseed_rand_gps1__predobstrain
rand,80,48,multiseed_rand_gps2,-56.30061885273123,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss48__multiseed_rand_gps2__predobstrain
rand,80,48,multiseed_rand_gps3,-54.15679112992815,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss48__multiseed_rand_gps3__predobstrain
rand,80,49,multiseed_rand_gps1,-68.32515737201203,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss49__multiseed_rand_gps1__predobstrain
rand,80,49,multiseed_rand_gps2,-71.53583972778954,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss49__multiseed_rand_gps2__predobstrain
rand,80,49,multiseed_rand_gps3,-71.11553904835732,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss49__multiseed_rand_gps3__predobstrain
rand,80,50,multiseed_rand_gps1,-46.31081876562282,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss50__multiseed_rand_gps1__predobstrain
rand,80,50,multiseed_rand_gps2,-50.720268934277854,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss50__multiseed_rand_gps2__predobstrain
rand,80,50,multiseed_rand_gps3,-51.036613291223205,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f80_ss50__multiseed_rand_gps3__predobstrain
rand,90,42,multiseed_rand_gps1,-31.73423934387288,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss42__multiseed_rand_gps1__predobstrain
rand,90,42,multiseed_rand_gps2,-30.950978974822192,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss42__multiseed_rand_gps2__predobstrain
rand,90,42,multiseed_rand_gps3,-31.573917167439443,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss42__multiseed_rand_gps3__predobstrain
rand,90,48,multiseed_rand_gps1,-31.48280256262837,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss48__multiseed_rand_gps1__predobstrain
rand,90,48,multiseed_rand_gps2,-30.972354778145334,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss48__multiseed_rand_gps2__predobstrain
rand,90,48,multiseed_rand_gps3,-29.12744902467021,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss48__multiseed_rand_gps3__predobstrain
rand,90,49,multiseed_rand_gps1,-122.75047697309009,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss49__multiseed_rand_gps1__predobstrain
rand,90,49,multiseed_rand_gps2,-111.2532170738819,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss49__multiseed_rand_gps2__predobstrain
rand,90,49,multiseed_rand_gps3,-112.90390647388433,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f90_ss49__multiseed_rand_gps3__predobstrain
rand,95,42,coloc_rand_f95,-52.10914962628034,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss42__coloc_rand_f95__predobstrain
rand,95,42,multiseed_rand_gps1,-51.12784964135035,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss42__multiseed_rand_gps1__predobstrain
rand,95,42,multiseed_rand_gps2,-57.50156038727331,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss42__multiseed_rand_gps2__predobstrain
rand,95,42,multiseed_rand_gps3,-50.14264475659981,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss42__multiseed_rand_gps3__predobstrain
rand,95,43,multiseed_rand_gps1,-161.23234956597693,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss43__multiseed_rand_gps1__predobstrain
rand,95,43,multiseed_rand_gps2,-152.34394976225997,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss43__multiseed_rand_gps2__predobstrain
rand,95,43,multiseed_rand_gps3,-153.72351394240465,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss43__multiseed_rand_gps3__predobstrain
rand,95,44,multiseed_rand_gps1,-91.36961240424642,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss44__multiseed_rand_gps1__predobstrain
rand,95,44,multiseed_rand_gps2,-86.43021455643103,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss44__multiseed_rand_gps2__predobstrain
rand,95,44,multiseed_rand_gps3,-92.085936566981,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss44__multiseed_rand_gps3__predobstrain
rand,95,45,multiseed_rand_gps1,-19.796272495025434,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss45__multiseed_rand_gps1__predobstrain
rand,95,45,multiseed_rand_gps2,-17.16566776585806,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss45__multiseed_rand_gps2__predobstrain
rand,95,45,multiseed_rand_gps3,-19.633222527870615,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss45__multiseed_rand_gps3__predobstrain
rand,95,46,multiseed_rand_gps1,-26.02372118782659,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss46__multiseed_rand_gps1__predobstrain
rand,95,46,multiseed_rand_gps2,-26.827779913522903,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss46__multiseed_rand_gps2__predobstrain
rand,95,46,multiseed_rand_gps3,-29.217611162035,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss46__multiseed_rand_gps3__predobstrain
rand,95,47,multiseed_rand_gps1,-91.54027725623342,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss47__multiseed_rand_gps1__predobstrain
rand,95,47,multiseed_rand_gps2,-71.53763205658088,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss47__multiseed_rand_gps2__predobstrain
rand,95,47,multiseed_rand_gps3,-78.21385087077071,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss47__multiseed_rand_gps3__predobstrain
rand,95,48,multiseed_rand_gps1,-45.89174563448215,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss48__multiseed_rand_gps1__predobstrain
rand,95,48,multiseed_rand_gps2,-48.708364108139335,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss48__multiseed_rand_gps2__predobstrain
rand,95,48,multiseed_rand_gps3,-46.5850168012194,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss48__multiseed_rand_gps3__predobstrain
rand,95,49,multiseed_rand_gps1,-106.84780597853852,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss49__multiseed_rand_gps1__predobstrain
rand,95,49,multiseed_rand_gps2,-95.8592332021507,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss49__multiseed_rand_gps2__predobstrain
rand,95,49,multiseed_rand_gps3,-102.2901169604195,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss49__multiseed_rand_gps3__predobstrain
rand,95,50,multiseed_rand_gps1,-98.87424998431985,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss50__multiseed_rand_gps1__predobstrain
rand,95,50,multiseed_rand_gps2,-96.50662145977111,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss50__multiseed_rand_gps2__predobstrain
rand,95,50,multiseed_rand_gps3,-95.59679708748155,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss50__multiseed_rand_gps3__predobstrain
rand,95,51,multiseed_rand_gps1,-20.14822275851509,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss51__multiseed_rand_gps1__predobstrain
rand,95,51,multiseed_rand_gps2,-18.60960483728311,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss51__multiseed_rand_gps2__predobstrain
rand,95,51,multiseed_rand_gps3,-19.650952521285035,GRU_FCOV_in52_out16_ep50_bs4096_seed40_coloc_rand_f95_ss51__multiseed_rand_gps3__predobstrain
md50,95,42,model_var,-17.081281555511243,GRU_FCOV_in52_out16_ep50_bs4096_seed41_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-17.032326712388446,GRU_FCOV_in52_out16_ep50_bs4096_seed42_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-16.70138383110929,GRU_FCOV_in52_out16_ep50_bs4096_seed43_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-17.188312565300286,GRU_FCOV_in52_out16_ep50_bs4096_seed44_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-16.700934562709378,GRU_FCOV_in52_out16_ep50_bs4096_seed45_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-16.915386438899432,GRU_FCOV_in52_out16_ep50_bs4096_seed46_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-15.96186287644323,GRU_FCOV_in52_out16_ep50_bs4096_seed47_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-17.46389710791146,GRU_FCOV_in52_out16_ep50_bs4096_seed48_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-15.802108399590594,GRU_FCOV_in52_out16_ep50_bs4096_seed49_coloc_md50_f95_ss42__model_var__predobstrain
md50,95,42,model_var,-16.792784021444973,GRU_FCOV_in52_out16_ep50_bs4096_seed50_coloc_md50_f95_ss42__model_var__predobstrain
