trial,run_sig,status,objective,train_s,eval_s,elapsed_s,error,hp.model.gru_dropout,hp.model.gru_hidden,hp.model.gru_layers,hp.training.lr,horizon,NSE,RMSE,MAE,rMBE,metrics_found
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,7.0,,0.17671811631565998,0.07195412691679183,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,8.0,,0.18300584778751655,0.07685127325399765,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,9.0,,0.18896633518978243,0.08129823479533282,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,10.0,,0.1946324100296079,0.08548617000604435,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,11.0,,0.20000808329459008,0.08944232662640778,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,12.0,,0.2051335651014637,0.0930272352062144,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,13.0,,0.2099472595065719,0.09635504976486162,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,14.0,,0.21462649696073247,0.09956655188045055,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,15.0,,0.21924991967919272,0.10267471925799686,,True
10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,1812.194,250.816,2063.012,,0.2,96,2,0.0001,16.0,,0.22391652635143727,0.1058205822546033,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,1.0,,0.14652280565395207,0.03464275340723509,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,2.0,,0.15466362173087966,0.04452875877525574,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,3.0,,0.1615795445660673,0.05227156988920316,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,4.0,,0.16817012296005238,0.05887084117096456,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,5.0,,0.17385938741280757,0.06451137712103773,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,6.0,,0.1787696077999873,0.06948937515873657,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,7.0,,0.18338168976868016,0.07401260583293472,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,8.0,,0.1877483850377619,0.07814565960395185,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,9.0,,0.1919442107960778,0.08193901200185816,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,10.0,,0.19603109949774136,0.08551256574856826,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,11.0,,0.20007591548504694,0.08888716666046763,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,12.0,,0.20403857695932165,0.09205194739048196,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,13.0,,0.20789889491489955,0.0950239307906091,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,14.0,,0.21166191753960498,0.09787256992080597,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,15.0,,0.21530503987930472,0.10059414536066004,,True
11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,1295.689,238.824,1534.516,,0.3,192,2,0.001,16.0,,0.21888754083107817,0.10323677533496525,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,1.0,,0.13742889285819976,0.034780762631394985,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,2.0,,0.15265126770439816,0.04532414029077209,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,3.0,,0.1641557672631121,0.05352343207442762,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,4.0,,0.17367875213701614,0.060594543965073626,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,5.0,,0.18163009705333527,0.0666700589657735,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,6.0,,0.18843985588495538,0.07206268262056796,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,7.0,,0.19465044687274272,0.07696909061581156,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,8.0,,0.20033498526779783,0.08146045710516696,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,9.0,,0.20556330132832698,0.08551216291143669,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,10.0,,0.21040748855985625,0.08925941011682446,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,11.0,,0.21498096205459385,0.09275672094314193,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,12.0,,0.21927311086764106,0.09595222335333853,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,13.0,,0.22331136509887237,0.09897331319448949,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,14.0,,0.22713216347338094,0.10182561651317491,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,15.0,,0.2307706253385881,0.1045610553922903,,True
12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,1286.812,235.147,1521.962,,0.2,192,2,0.001,16.0,,0.23429227491366986,0.10724219076632692,,True
