pretrain_steps,max_pretrain_pts,split_seed,nRMSE,status
100,128,44,0.11969349388611772,ok
100,512,44,0.11947667302414094,ok
100,2000,44,0.11947229714376087,ok
300,128,44,0.11969759567341011,ok
300,512,44,0.11934477210578333,ok
300,2000,44,0.11949763232526557,ok
