pretrain_steps,max_pretrain_pts,split_seed,nRMSE,status
100,128,45,0.1636153036821419,ok
100,512,45,0.15929236273259717,ok
100,2000,45,0.15970728618081995,ok
300,128,45,0.17291571087375332,ok
300,512,45,0.16530132121928512,ok
300,2000,45,0.1769549118955315,ok
