pretrain_steps,max_pretrain_pts,split_seed,nRMSE,status
100,128,42,0.12012238570134107,ok
100,512,42,0.12986671526573157,ok
100,2000,42,0.13046243888617456,ok
300,128,42,0.12056373379115705,ok
300,512,42,0.14130467452984544,ok
300,2000,42,0.15222435407505458,ok
