pretrain_steps,max_pretrain_pts,split_seed,nRMSE,status
100,128,46,0.16750460813550816,ok
100,512,46,0.16488605203853532,ok
100,2000,46,0.1645382814356846,ok
300,128,46,0.16985102214396078,ok
300,512,46,0.1648581940689504,ok
300,2000,46,0.1615306198841741,ok
