hpo_name,trial,run_sig,status,objective,weighted_mean_nse_1_16,mean_nse_1_16,mean_nse_13_16,nse_h16,weighted_mean_rmse_1_16,mean_rmse_1_16,mean_rmse_13_16,rmse_h16,weighted_mean_mae_1_16,mean_mae_1_16,mean_mae_13_16,mae_h16,hp.model.use_revin,hp.training.lr_scheduler.enabled,hp.model.gru_dropout,hp.model.gru_hidden,hp.model.gru_layers,hp.training.lr
gru_small_grid_v3,5,gru_small_grid_v3_t005_seed40_full_merged,ok,0.243149928026551,0.8355739265568701,0.8489768090646997,0.7692697950546891,0.7511136632811143,0.06995105449953525,0.06653281511698195,0.08580695178745865,0.0900434618080059,0.05496191816469865,0.05205548619166081,0.06831080443931348,0.07145894863904813,,,0.2,192.0,5.0,0.0003
gru_small_refine_v4,4,gru_small_refine_v4_t004_seed40_full_merged,ok,0.2381395907293347,0.8331689174997328,0.8457593825345354,0.7705886099901137,0.7559212430123669,0.07221121219198486,0.06876505489690013,0.08818553180085305,0.09133450131762881,0.05634102608046319,0.053502735121425615,0.06948575932226139,0.07187134053283956,,,0.2,176.0,4.0,0.000375
gru_small_grid_v2,10,gru_small_grid_v2_t010_seed40_full_merged,ok,0.2684607076243711,0.8328399433979391,0.8474373988131655,0.7585654848106652,0.7386286150306254,0.07095770629406607,0.0672776674324149,0.08780960572684744,0.09093523792866302,0.055767055748173,0.05266063450734852,0.07026324746928689,0.0732795913498123,,,0.2,256.0,2.0,0.0004
gru_small_refine_v4,1,gru_small_refine_v4_t001_seed40_full_merged,ok,0.2657414557678317,0.8301720834145608,0.8438034056841227,0.7646484638432678,0.7497365764313331,0.07223093742113496,0.06854668468710698,0.088894197535264,0.09151344370535731,0.05623918036075095,0.053206983066740494,0.07010919603950534,0.07228772051922687,,,0.2,176.0,4.0,0.00035
gru_small_grid_v1,8,gru_small_grid_v1_t008_seed40_full_merged,ok,0.2467344039296694,0.8295587219163267,0.8443019686264369,0.7526237872803817,0.7317612584761468,0.07122090742053043,0.06750683481197932,0.08877055344017654,0.09280138676935062,0.055665583338744364,0.052551318040657866,0.07045346472686503,0.07336211101317303,,,0.1,96.0,3.0,0.001
gru_small_grid_v3,9,gru_small_grid_v3_t009_seed40_full_merged,ok,0.2255349162705339,0.8290557490700294,0.8427185018121592,0.7625227627736542,0.7453794733867991,0.07270109531943028,0.06909648939111558,0.08926158723778124,0.09320643333412985,0.057062500683718896,0.05401036027189973,0.07129666093107942,0.0748985752914891,,,0.2,160.0,5.0,0.00035
gru_small_grid_v3,3,gru_small_grid_v3_t003_seed40_full_merged,ok,0.2370708177032094,0.8278151727144438,0.8419447453627946,0.7566487369917498,0.7362937464118766,0.07230860581211361,0.06868079141785678,0.08919389375092157,0.09255072746378487,0.05685062834768125,0.053808194927838976,0.07118510193638987,0.07497775915897253,,,0.2,160.0,4.0,0.0004
gru_small_refine_v4,6,gru_small_refine_v4_t006_seed40_full_merged,ok,0.2370708177032094,0.8278151727144438,0.8419447453627946,0.7566487369917498,0.7362937464118766,0.07230860581211361,0.06868079141785678,0.08919389375092157,0.09255072746378487,0.05685062834768125,0.053808194927838976,0.07118510193638987,0.07497775915897253,,,0.2,160.0,4.0,0.0004
gru_small_grid_v3,10,gru_small_grid_v3_t010_seed40_full_merged,ok,0.2375229638778188,0.8267499348052603,0.8401012002674233,0.7621909825958575,0.745945630272404,0.0728320768696735,0.06933188612577354,0.08879182086477365,0.09209500481896815,0.057107141489246366,0.05414464153768696,0.0705619209256523,0.07304980125262107,,,0.2,160.0,4.0,0.0003
gru_small_grid_v3,2,gru_small_grid_v3_t002_seed40_full_merged,ok,0.2302948521733953,0.8256192334224725,0.8395439638219502,0.7564654334245566,0.7382594537173601,0.07330529464992197,0.06968819150852151,0.08955412440847846,0.09304098863470421,0.05746901685290465,0.054419405185879566,0.07163317998250325,0.07489968171883456,,,0.2,160.0,5.0,0.0004
gru_small_grid_v1,10,gru_small_grid_v1_t010_seed40_full_merged,ok,0.2239165263514372,0.8250186795215849,0.8403176685430512,0.7484875725026148,0.7307964547012017,0.07225085503696001,0.06829919617288424,0.09022842100212472,0.09465413799192925,0.05688467011421905,0.053550687445190565,0.07247513739061562,0.07584281194777716,,,0.2,96.0,2.0,0.0001
gru_small_grid_v2,2,gru_small_grid_v2_t002_seed40_full_merged,ok,0.2651402611680664,0.8247220953716817,0.83926432948165,0.753451908970766,0.7314289373160824,0.07160890070392885,0.06795956512832287,0.08819538003045098,0.09190426545128265,0.05599216687214839,0.052962620343480794,0.06978544631561676,0.07312967870142553,,,0.2,224.0,2.0,0.0002
gru_small_grid_v2,7,gru_small_grid_v2_t007_seed40_full_merged,ok,0.2316776687671754,0.8243323348403501,0.8386969372485429,0.7524387199563826,0.7337147562132524,0.07216911699763613,0.06853803478571895,0.08897354017092168,0.09232405983896107,0.056935276670946756,0.053896929246264616,0.07103792310277106,0.07401715006147112,,,0.2,256.0,3.0,0.0004
gru_small_grid_v1,1,gru_small_grid_v1_t001_seed40_full_merged,ok,0.2513870982778711,0.8229362112362054,0.8383496995274303,0.7457233169365449,0.7241574719429844,0.07226966332572529,0.0683919140126032,0.09020768296713422,0.09408205821673077,0.0563430311015846,0.05314814083245926,0.07097622120019162,0.07425441989650974,,,0.3,96.0,2.0,0.0001
gru_small_grid_v1,2,gru_small_grid_v1_t002_seed40_full_merged,ok,0.2521911479899351,0.8222297052150637,0.8375361503541456,0.7480539753744454,0.729005979490315,0.07317523782400627,0.06934811437758251,0.09037161884517053,0.09363711696858842,0.057470642700397145,0.054240881235568555,0.07233569322726427,0.07530329650614685,,,0.1,128.0,3.0,0.0001
gru_small_grid_v3,8,gru_small_grid_v3_t008_seed40_full_merged,ok,0.2287130608242336,0.8222006609478174,0.836434985663135,0.7516303293287062,0.7358876694143874,0.07351665861237912,0.06983419555978648,0.09049127936606027,0.09414061504542905,0.057522170141719176,0.05443359985625073,0.0719495832404017,0.0751783780721359,,,0.2,160.0,5.0,0.0003
gru_ablation_revin_scheduler,1,gru_ablation_revin_scheduler_t001_seed40_full_merged,ok,0.1612232790148093,0.8208399988569237,0.8371754417204925,0.7395665500224491,0.7216758550806841,0.07378699849301144,0.06948862806869725,0.09350420923874846,0.09687880655141329,0.05577233128962808,0.05241380535162889,0.07082478205362956,0.07335977430467482,True,False,,,,
gru_ablation_revin_scheduler,3,gru_ablation_revin_scheduler_t003_seed40_full_merged,ok,0.1612232790148093,0.8208399988569237,0.8371754417204925,0.7395665500224491,0.7216758550806841,0.07378699849301144,0.06948862806869725,0.09350420923874846,0.09687880655141329,0.05577233128962808,0.05241380535162889,0.07082478205362956,0.07335977430467482,True,True,,,,
gru_small_grid_v1,12,gru_small_grid_v1_t012_seed40_full_merged,ok,0.2342922749136698,0.8198049392879815,0.8344474359098487,0.7471428120543402,0.7274474991160955,0.07519840804025645,0.07131849879104253,0.09303869452192318,0.09647438977662051,0.05871159283371716,0.055543119740950594,0.07325092125764657,0.07667993983149013,,,0.2,192.0,2.0,0.001
gru_small_grid_v1,5,gru_small_grid_v1_t005_seed40_full_merged,ok,0.2583570009002858,0.8196418646646985,0.835101861650317,0.7427781790539603,0.7228434431912665,0.07350064599247252,0.06951377848240413,0.09162363607447929,0.0958009445333568,0.05721389722829831,0.05391480443894347,0.07229580675368702,0.07558850705365598,,,0.2,96.0,2.0,0.001
gru_small_refine_v4,9,gru_small_refine_v4_t009_seed40_full_merged,ok,0.228454848089898,0.8195993071719322,0.8341730600769698,0.7470217664645682,0.7304455500111879,0.07473203695359729,0.0710723395208245,0.09156215418359696,0.0950536848639874,0.058152002725479636,0.055143137611610035,0.07198703392243488,0.07499420694458536,,,0.2,160.0,4.0,0.000375
gru_small_grid_v2,6,gru_small_grid_v2_t006_seed40_full_merged,ok,0.2331020323876192,0.8181089945219325,0.8330592841635669,0.7444483115468397,0.725318486170466,0.07471064717353419,0.07084849337851082,0.09180333530384756,0.09481165282282804,0.05877609265544426,0.055564286388876116,0.0730460567391796,0.07540578140324844,,,0.2,224.0,3.0,0.0005
gru_small_grid_v1,6,gru_small_grid_v1_t006_seed40_full_merged,ok,0.2460797094768265,0.8165397294353225,0.8329579168841913,0.7327364224952947,0.7117635827433375,0.07250258509637651,0.06862322586664427,0.09027076648331545,0.09406520340389558,0.05675782401181001,0.053523834294829015,0.07162226794602035,0.07546042570304044,,,0.1,128.0,2.0,0.0001
gru_small_grid_v1,11,gru_small_grid_v1_t011_seed40_full_merged,ok,0.2188875408310781,0.8146952590361671,0.829274651294502,0.7437730518629011,0.7254338831467964,0.07471971710173635,0.07086774731332586,0.09249104868654712,0.09614335011034,0.05835093965663424,0.05517546206841737,0.07288356776877399,0.07557716204490496,,,0.3,192.0,2.0,0.001
gru_small_grid_v3,12,gru_small_grid_v3_t012_seed40_full_merged,ok,0.2469173144465141,0.8134626777150177,0.8294671728457025,0.7305403938761419,0.7076593910228837,0.07558384503675615,0.07160734244991755,0.09382444978827686,0.09719721911200034,0.05919251291725486,0.05582163821567188,0.07486738064588407,0.07847621636989313,,,0.2,192.0,5.0,0.00035
gru_small_grid_v2,4,gru_small_grid_v2_t004_seed40_full_merged,ok,0.231139509458691,0.812738918775966,0.8289305912267728,0.7301792758611872,0.708733147165213,0.07437192305907436,0.07034777206808279,0.09308644113859987,0.09733157748463753,0.05943105797632318,0.0559817027800527,0.07586309507295683,0.07890077070756392,,,0.2,256.0,2.0,0.0005
gru_small_grid_v2,11,gru_small_grid_v2_t011_seed40_full_merged,ok,0.2364536459420272,0.8100081785673456,0.8256883940260851,0.7319792261964135,0.7116141092922101,0.07648008770735842,0.07251058384062602,0.09463267552650846,0.09820876193772317,0.05942987560537814,0.05617521767750447,0.07480417185531552,0.07801815544888055,,,0.2,256.0,3.0,0.0005
gru_small_grid_v2,9,gru_small_grid_v2_t009_seed40_full_merged,ok,0.2575511951616764,0.8072272754386107,0.8231551871617822,0.727049494431657,0.7071744172542747,0.07680911125371558,0.07277017514642292,0.09577493040525989,0.09986376426910415,0.05937927253203876,0.0561380817905649,0.07472996484665644,0.07733584482432444,,,0.2,224.0,4.0,0.0004
gru_small_grid_v1,9,gru_small_grid_v1_t009_seed40_full_merged,ok,0.2610403877080315,0.8055786652866432,0.8221720648517161,0.7248289200009634,0.7031200058275748,0.0768424211486964,0.07270223311047197,0.09606107024139254,0.10019506879717449,0.06006594046326771,0.056597220038116236,0.07612930025373187,0.07937816933636026,,,0.3,128.0,1.0,0.0001
gru_small_grid_v1,7,gru_small_grid_v1_t007_seed40_full_merged,ok,0.2628401879270396,0.7933360355346252,0.8096093476469459,0.7152534890954392,0.6940776748278998,0.07737801318375295,0.07353455501570025,0.09454594594048704,0.09802350761178091,0.060706072334717996,0.057483766953666485,0.07547781890604918,0.07832774042567134,,,0.2,192.0,3.0,0.001
