hpo_name,trial,run_sig,status,objective,weighted_mean_nse_1_16,mean_nse_1_16,mean_nse_13_16,nse_h16,weighted_mean_rmse_1_16,mean_rmse_1_16,mean_rmse_13_16,rmse_h16,weighted_mean_mae_1_16,mean_mae_1_16,mean_mae_13_16,mae_h16,hp.training.batch_size,hp.model.use_revin,hp.training.lr_scheduler.enabled,hp.model.gru_dropout,hp.model.gru_hidden,hp.model.gru_layers,hp.training.lr
bs_ablation,2,in52_out16_ep50_bs2048_seed40_full_merged_r0_s0_spf0p8_sc20_ss42,ok,0.27035520117981043,0.8208796587253012,0.8352540516615943,0.7505568258364164,0.7346448544372333,0.0728166218038653,0.06907322333463704,0.09027802058457543,0.0934818504653332,0.05755903135990511,0.054375327768779944,0.07242270491339944,0.07520370256333124,2048,,,0.2,192.0,4.0,0.0004
